PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
1,0,3,-0.565736461,0.432793366,-0.473673609,-0.502445171,TRUE,FALSE,TRUE
2,1,1,0.663861032,0.432793366,-0.473673609,0.786845294,FALSE,FALSE,FALSE
3,1,3,-0.258337088,-0.474545196,-0.473673609,-0.488854258,FALSE,FALSE,TRUE
4,1,1,0.433311502,0.432793366,-0.473673609,0.420730236,FALSE,FALSE,TRUE
5,0,3,0.433311502,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
6,0,3,-0.104637401,-0.474545196,-0.473673609,-0.478116429,TRUE,TRUE,FALSE
7,0,1,1.893458525,-0.474545196,-0.473673609,0.395813561,TRUE,FALSE,TRUE
8,0,3,-2.102733328,2.24747049,0.767629879,-0.224083121,TRUE,FALSE,TRUE
9,1,3,-0.181487244,-0.474545196,2.008933366,-0.424256141,FALSE,FALSE,TRUE
10,1,2,-1.180535208,0.432793366,-0.473673609,-0.042955502,FALSE,FALSE,FALSE
11,1,3,-1.949033641,0.432793366,0.767629879,-0.312172378,FALSE,FALSE,TRUE
12,1,1,2.200857898,-0.474545196,-0.473673609,-0.113845709,FALSE,FALSE,TRUE
13,0,3,-0.719436148,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
14,0,3,0.740710875,0.432793366,5.73284383,-0.018709312,TRUE,FALSE,TRUE
15,0,3,-1.180535208,-0.474545196,-0.473673609,-0.490279793,FALSE,FALSE,TRUE
16,1,2,1.970308369,-0.474545196,-0.473673609,-0.326266659,FALSE,FALSE,TRUE
17,0,3,-2.102733328,3.154809051,0.767629879,-0.061998889,TRUE,TRUE,FALSE
18,1,2,-0.104637401,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
19,0,3,0.125912129,0.432793366,-0.473673609,-0.285997284,FALSE,FALSE,TRUE
20,1,3,-0.104637401,-0.474545196,-0.473673609,-0.502948539,FALSE,FALSE,FALSE
21,0,2,0.433311502,-0.474545196,-0.473673609,-0.124919787,TRUE,FALSE,TRUE
22,1,2,0.356461659,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
23,1,3,-1.103685364,-0.474545196,-0.473673609,-0.486756223,FALSE,TRUE,FALSE
24,1,1,-0.104637401,-0.474545196,-0.473673609,0.066359742,TRUE,FALSE,TRUE
25,0,3,-1.641634268,2.24747049,0.767629879,-0.224083121,FALSE,FALSE,TRUE
26,1,3,0.663861032,0.432793366,5.73284383,-0.016444159,FALSE,FALSE,TRUE
27,0,3,-0.104637401,-0.474545196,-0.473673609,-0.502948539,TRUE,FALSE,FALSE
29,1,3,-0.104637401,-0.474545196,-0.473673609,-0.489776426,FALSE,TRUE,FALSE
30,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
31,0,1,0.817560719,-0.474545196,-0.473673609,-0.090272017,TRUE,FALSE,FALSE
32,1,1,-0.104637401,0.432793366,-0.473673609,2.301728821,FALSE,FALSE,FALSE
33,1,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,FALSE,TRUE,FALSE
34,0,2,2.815656645,-0.474545196,-0.473673609,-0.437007438,TRUE,FALSE,TRUE
35,0,1,-0.104637401,0.432793366,-0.473673609,1.0060617,TRUE,FALSE,FALSE
36,0,1,0.971260405,0.432793366,-0.473673609,0.39858208,TRUE,FALSE,TRUE
37,1,3,-0.104637401,-0.474545196,-0.473673609,-0.502863973,TRUE,FALSE,FALSE
38,0,3,-0.642586304,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
39,0,3,-0.873135834,1.340131928,-0.473673609,-0.285997284,FALSE,FALSE,TRUE
40,1,3,-1.180535208,0.432793366,-0.473673609,-0.422073541,FALSE,FALSE,FALSE
41,0,3,0.817560719,0.432793366,-0.473673609,-0.457645492,FALSE,FALSE,TRUE
42,0,2,-0.181487244,0.432793366,-0.473673609,-0.225593223,FALSE,FALSE,TRUE
43,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,FALSE
44,1,2,-2.025883484,0.432793366,2.008933366,0.188762532,FALSE,FALSE,FALSE
45,1,3,-0.796285991,-0.474545196,-0.473673609,-0.489776426,FALSE,TRUE,FALSE
46,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
47,0,3,-0.104637401,0.432793366,-0.473673609,-0.336334002,TRUE,TRUE,FALSE
48,1,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,FALSE,TRUE,FALSE
49,0,3,-0.104637401,1.340131928,-0.473673609,-0.211917743,TRUE,FALSE,FALSE
50,0,3,-0.873135834,0.432793366,-0.473673609,-0.290024222,FALSE,FALSE,TRUE
51,0,3,-1.718484111,3.154809051,0.767629879,0.150673744,TRUE,FALSE,TRUE
52,0,3,-0.642586304,-0.474545196,-0.473673609,-0.491371093,TRUE,FALSE,TRUE
53,1,1,1.509209309,0.432793366,-0.473673609,0.896496787,FALSE,FALSE,FALSE
54,1,2,-0.027787558,0.432793366,-0.473673609,-0.124919787,FALSE,FALSE,TRUE
55,0,1,2.738806802,-0.474545196,0.767629879,0.599510151,TRUE,FALSE,FALSE
56,1,1,-0.104637401,-0.474545196,-0.473673609,0.066359742,TRUE,FALSE,TRUE
57,1,2,-0.642586304,-0.474545196,-0.473673609,-0.437007438,FALSE,FALSE,TRUE
58,0,3,-0.066212479,-0.474545196,-0.473673609,-0.502863973,TRUE,FALSE,FALSE
59,1,2,-1.872183798,0.432793366,2.008933366,-0.089684084,FALSE,FALSE,TRUE
60,0,3,-1.411084738,4.062147613,2.008933366,0.295895176,TRUE,FALSE,TRUE
61,0,3,-0.565736461,-0.474545196,-0.473673609,-0.502863973,TRUE,FALSE,FALSE
62,1,1,0.663861032,-0.474545196,-0.473673609,0.962353321,FALSE,FALSE,TRUE
63,0,1,1.201809935,0.432793366,-0.473673609,1.032321359,TRUE,FALSE,TRUE
64,0,3,-1.949033641,2.24747049,2.008933366,-0.086663881,TRUE,FALSE,TRUE
65,0,1,-0.104637401,-0.474545196,-0.473673609,-0.090272017,TRUE,FALSE,FALSE
66,1,3,-0.104637401,0.432793366,0.767629879,-0.34145224,TRUE,FALSE,FALSE
67,1,2,-0.027787558,-0.474545196,-0.473673609,-0.437007438,FALSE,FALSE,TRUE
68,0,3,-0.796285991,-0.474545196,-0.473673609,-0.484156835,TRUE,FALSE,TRUE
69,1,3,-0.949985678,3.154809051,2.008933366,-0.488854258,FALSE,FALSE,TRUE
70,0,3,-0.258337088,1.340131928,-0.473673609,-0.474004926,TRUE,FALSE,TRUE
71,0,2,0.202761972,-0.474545196,-0.473673609,-0.437007438,TRUE,FALSE,TRUE
72,0,3,-1.026835521,4.062147613,2.008933366,0.295895176,FALSE,FALSE,TRUE
73,0,2,-0.642586304,-0.474545196,-0.473673609,0.831477855,TRUE,FALSE,TRUE
74,0,3,-0.258337088,0.432793366,-0.473673609,-0.357390858,TRUE,FALSE,FALSE
75,1,3,0.202761972,-0.474545196,-0.473673609,0.489103607,TRUE,FALSE,TRUE
76,0,3,-0.335186931,-0.474545196,-0.473673609,-0.494391297,TRUE,FALSE,TRUE
77,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
78,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
79,1,2,-2.192647644,-0.474545196,2.008933366,-0.064515725,TRUE,FALSE,TRUE
80,1,3,0.049062285,-0.474545196,-0.473673609,-0.397241431,FALSE,FALSE,TRUE
81,0,3,-0.565736461,-0.474545196,-0.473673609,-0.467209469,TRUE,FALSE,TRUE
82,1,3,-0.027787558,-0.474545196,-0.473673609,-0.457142125,TRUE,FALSE,TRUE
83,1,3,-0.104637401,-0.474545196,-0.473673609,-0.491622777,FALSE,TRUE,FALSE
84,0,1,-0.104637401,-0.474545196,-0.473673609,0.299922113,TRUE,FALSE,TRUE
85,1,2,-0.949985678,-0.474545196,-0.473673609,-0.437007438,FALSE,FALSE,TRUE
86,1,3,0.279611815,2.24747049,-0.473673609,-0.329286862,FALSE,FALSE,TRUE
87,0,3,-1.026835521,0.432793366,3.250236854,0.043708218,TRUE,FALSE,TRUE
88,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
90,0,3,-0.412036774,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
91,0,3,-0.027787558,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
92,0,3,-0.719436148,-0.474545196,-0.473673609,-0.490279793,TRUE,FALSE,TRUE
93,0,1,1.278659779,0.432793366,-0.473673609,0.583317835,TRUE,FALSE,TRUE
94,0,3,-0.258337088,0.432793366,2.008933366,-0.234150465,TRUE,FALSE,TRUE
95,0,3,2.277707742,-0.474545196,-0.473673609,-0.502445171,TRUE,FALSE,TRUE
96,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
97,0,1,3.199905862,-0.474545196,-0.473673609,0.049329823,TRUE,FALSE,FALSE
98,1,1,-0.488886618,-0.474545196,0.767629879,0.627277898,TRUE,FALSE,FALSE
99,1,2,0.356461659,-0.474545196,0.767629879,-0.185323848,FALSE,FALSE,TRUE
100,0,2,0.356461659,0.432793366,-0.473673609,-0.124919787,TRUE,FALSE,TRUE
101,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,FALSE,FALSE,TRUE
102,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
103,0,1,-0.642586304,-0.474545196,0.767629879,0.907737982,TRUE,FALSE,TRUE
104,0,3,0.279611815,-0.474545196,-0.473673609,-0.474172044,TRUE,FALSE,TRUE
105,0,3,0.587011189,1.340131928,-0.473673609,-0.488854258,TRUE,FALSE,TRUE
106,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
107,1,3,-0.642586304,-0.474545196,-0.473673609,-0.494391297,FALSE,FALSE,TRUE
108,1,3,-0.104637401,-0.474545196,-0.473673609,-0.491874461,TRUE,FALSE,TRUE
109,0,3,0.663861032,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
110,1,3,-0.104637401,0.432793366,-0.473673609,-0.162168958,FALSE,TRUE,FALSE
111,0,1,1.355509622,-0.474545196,-0.473673609,0.39858208,TRUE,FALSE,TRUE
112,0,3,-1.142110286,0.432793366,-0.473673609,-0.357390858,FALSE,FALSE,FALSE
113,0,3,-0.565736461,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
114,0,3,-0.719436148,0.432793366,-0.473673609,-0.450598352,FALSE,FALSE,TRUE
115,0,3,-0.949985678,-0.474545196,-0.473673609,-0.357308306,FALSE,FALSE,FALSE
116,0,3,-0.642586304,-0.474545196,-0.473673609,-0.488854258,TRUE,FALSE,TRUE
117,0,3,3.16148094,-0.474545196,-0.473673609,-0.492377828,TRUE,TRUE,FALSE
118,0,2,-0.027787558,0.432793366,-0.473673609,-0.225593223,TRUE,FALSE,TRUE
119,0,1,-0.412036774,-0.474545196,0.767629879,4.335332227,TRUE,FALSE,FALSE
120,0,3,-2.102733328,3.154809051,2.008933366,-0.018709312,FALSE,FALSE,TRUE
121,0,2,-0.642586304,1.340131928,-0.473673609,0.831477855,TRUE,FALSE,TRUE
122,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
123,0,2,0.241186894,0.432793366,-0.473673609,-0.042955502,TRUE,FALSE,FALSE
124,1,2,0.241186894,-0.474545196,-0.473673609,-0.38667072,FALSE,FALSE,TRUE
125,0,1,1.893458525,-0.474545196,0.767629879,0.907737982,TRUE,FALSE,TRUE
126,1,3,-1.334234894,0.432793366,-0.473673609,-0.422073541,TRUE,FALSE,FALSE
127,0,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,TRUE,TRUE,FALSE
128,1,3,-0.412036774,-0.474545196,-0.473673609,-0.504625758,TRUE,FALSE,TRUE
129,1,3,-0.104637401,0.432793366,0.767629879,-0.198244277,FALSE,FALSE,FALSE
130,0,3,1.201809935,-0.474545196,-0.473673609,-0.50798221,TRUE,FALSE,TRUE
131,0,3,0.279611815,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,FALSE
132,0,3,-0.719436148,-0.474545196,-0.473673609,-0.506472109,TRUE,FALSE,TRUE
133,0,3,1.355509622,0.432793366,-0.473673609,-0.356468689,FALSE,FALSE,TRUE
134,1,2,-0.027787558,0.432793366,-0.473673609,-0.124919787,FALSE,FALSE,TRUE
135,0,2,-0.335186931,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
136,0,2,-0.488886618,-0.474545196,-0.473673609,-0.345479177,TRUE,FALSE,FALSE
137,1,1,-0.796285991,-0.474545196,2.008933366,-0.11921563,FALSE,FALSE,TRUE
138,0,1,0.587011189,0.432793366,-0.473673609,0.420730236,TRUE,FALSE,TRUE
139,0,3,-1.026835521,-0.474545196,-0.473673609,-0.462846282,TRUE,FALSE,TRUE
140,0,1,-0.412036774,-0.474545196,-0.473673609,0.946245572,TRUE,FALSE,FALSE
141,0,3,-0.104637401,-0.474545196,2.008933366,-0.34145224,FALSE,FALSE,FALSE
142,1,3,-0.565736461,-0.474545196,-0.473673609,-0.492377828,FALSE,FALSE,TRUE
143,1,3,-0.412036774,0.432793366,-0.473673609,-0.329286862,FALSE,FALSE,TRUE
144,0,3,-0.796285991,-0.474545196,-0.473673609,-0.512512515,TRUE,TRUE,FALSE
145,0,2,-0.873135834,-0.474545196,-0.473673609,-0.416872751,TRUE,FALSE,TRUE
146,0,2,-0.796285991,0.432793366,0.767629879,0.091528101,TRUE,FALSE,TRUE
147,1,3,-0.181487244,-0.474545196,-0.473673609,-0.491455659,TRUE,FALSE,TRUE
148,0,3,-1.564784424,1.340131928,2.008933366,0.043708218,FALSE,FALSE,TRUE
149,0,2,0.548586267,-0.474545196,2.008933366,-0.124919787,TRUE,FALSE,TRUE
150,0,2,0.971260405,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
151,0,2,1.662908995,-0.474545196,-0.473673609,-0.396234697,TRUE,FALSE,TRUE
152,1,1,-0.565736461,0.432793366,-0.473673609,0.692548513,FALSE,FALSE,TRUE
153,0,3,2.00873329,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
154,0,3,0.85598564,-0.474545196,2.008933366,-0.356468689,TRUE,FALSE,TRUE
155,0,3,-0.104637401,-0.474545196,-0.473673609,-0.501186753,TRUE,FALSE,TRUE
156,0,1,1.662908995,-0.474545196,0.767629879,0.587429338,TRUE,FALSE,FALSE
157,1,3,-1.026835521,-0.474545196,-0.473673609,-0.492714077,FALSE,TRUE,FALSE
158,0,3,0.049062285,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
159,0,3,-0.104637401,-0.474545196,-0.473673609,-0.474004926,TRUE,FALSE,TRUE
160,0,3,-0.104637401,6.784163299,2.008933366,0.75194584,TRUE,FALSE,TRUE
161,0,3,1.124960092,-0.474545196,0.767629879,-0.32425319,TRUE,FALSE,TRUE
162,1,2,0.817560719,-0.474545196,-0.473673609,-0.33130033,FALSE,FALSE,TRUE
163,0,3,-0.258337088,-0.474545196,-0.473673609,-0.491874461,TRUE,FALSE,TRUE
164,0,3,-0.949985678,-0.474545196,-0.473673609,-0.474004926,TRUE,FALSE,TRUE
165,0,3,-2.179583171,3.154809051,0.767629879,0.150673744,TRUE,FALSE,TRUE
166,1,3,-1.564784424,-0.474545196,2.008933366,-0.235157199,TRUE,FALSE,TRUE
167,1,1,-0.104637401,-0.474545196,0.767629879,0.458986142,FALSE,FALSE,TRUE
168,0,3,1.201809935,0.432793366,4.491540342,-0.086663881,FALSE,FALSE,TRUE
169,0,1,-0.104637401,-0.474545196,-0.473673609,-0.126429888,TRUE,FALSE,TRUE
170,0,3,-0.104637401,-0.474545196,-0.473673609,0.489103607,TRUE,FALSE,TRUE
171,0,1,2.431407428,-0.474545196,-0.473673609,0.026090367,TRUE,FALSE,TRUE
172,0,3,-1.949033641,3.154809051,0.767629879,-0.061998889,TRUE,TRUE,FALSE
173,1,3,-2.179583171,0.432793366,0.767629879,-0.424256141,FALSE,FALSE,TRUE
174,0,3,-0.642586304,-0.474545196,-0.473673609,-0.488854258,TRUE,FALSE,TRUE
175,0,1,2.047158212,-0.474545196,-0.473673609,-0.030371323,TRUE,FALSE,FALSE
176,0,3,-0.873135834,0.432793366,0.767629879,-0.490279793,TRUE,FALSE,TRUE
177,0,3,-0.104637401,2.24747049,0.767629879,-0.135657615,TRUE,FALSE,TRUE
178,0,1,1.586059152,-0.474545196,-0.473673609,-0.070304448,FALSE,FALSE,FALSE
179,0,2,0.049062285,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
180,0,3,0.510161345,-0.474545196,-0.473673609,-0.648421654,TRUE,FALSE,TRUE
181,0,3,-0.104637401,6.784163299,2.008933366,0.75194584,FALSE,FALSE,TRUE
182,0,2,-0.104637401,-0.474545196,-0.473673609,-0.345394611,TRUE,FALSE,FALSE
183,0,3,-1.564784424,3.154809051,2.008933366,-0.016444159,TRUE,FALSE,TRUE
184,1,2,-2.179583171,1.340131928,0.767629879,0.136831147,TRUE,FALSE,TRUE
185,1,3,-1.949033641,-0.474545196,2.008933366,-0.204955168,FALSE,FALSE,TRUE
186,0,1,-0.104637401,-0.474545196,-0.473673609,0.358312706,TRUE,FALSE,TRUE
187,1,3,-0.104637401,0.432793366,-0.473673609,-0.336334002,FALSE,TRUE,FALSE
188,1,1,1.201809935,-0.474545196,-0.473673609,-0.113845709,TRUE,FALSE,TRUE
189,0,3,0.817560719,0.432793366,0.767629879,-0.336334002,TRUE,TRUE,FALSE
190,0,3,0.510161345,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
191,1,2,0.202761972,-0.474545196,-0.473673609,-0.38667072,FALSE,FALSE,TRUE
192,0,2,-0.796285991,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
193,1,3,-0.796285991,0.432793366,-0.473673609,-0.490279793,FALSE,FALSE,TRUE
194,1,2,-2.025883484,0.432793366,0.767629879,-0.124919787,TRUE,FALSE,TRUE
195,1,1,1.124960092,-0.474545196,-0.473673609,-0.090272017,FALSE,FALSE,FALSE
196,1,1,2.200857898,-0.474545196,-0.473673609,2.301728821,FALSE,FALSE,FALSE
197,0,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,TRUE,TRUE,FALSE
198,0,3,0.971260405,-0.474545196,0.767629879,-0.479205715,TRUE,FALSE,TRUE
199,1,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,FALSE,TRUE,FALSE
200,0,2,-0.412036774,-0.474545196,-0.473673609,-0.38667072,FALSE,FALSE,TRUE
201,0,3,-0.104637401,-0.474545196,-0.473673609,-0.457142125,TRUE,FALSE,TRUE
202,0,3,-0.104637401,6.784163299,2.008933366,0.75194584,TRUE,FALSE,TRUE
203,0,3,0.356461659,-0.474545196,-0.473673609,-0.517630753,TRUE,FALSE,TRUE
204,0,3,1.240234857,-0.474545196,-0.473673609,-0.502948539,TRUE,FALSE,FALSE
205,1,3,-0.873135834,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
206,0,3,-2.102733328,-0.474545196,0.767629879,-0.437762489,FALSE,FALSE,TRUE
207,0,3,0.202761972,0.432793366,-0.473673609,-0.329286862,TRUE,FALSE,TRUE
208,1,3,-0.258337088,-0.474545196,-0.473673609,-0.270141218,TRUE,FALSE,FALSE
209,1,3,-1.026835521,-0.474545196,-0.473673609,-0.492377828,FALSE,TRUE,FALSE
210,1,1,0.817560719,-0.474545196,-0.473673609,-0.024246351,TRUE,FALSE,FALSE
211,0,3,-0.412036774,-0.474545196,-0.473673609,-0.506472109,TRUE,FALSE,TRUE
212,1,2,0.433311502,-0.474545196,-0.473673609,-0.225593223,FALSE,FALSE,TRUE
213,0,3,-0.565736461,-0.474545196,-0.473673609,-0.502445171,TRUE,FALSE,TRUE
214,0,2,0.049062285,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
215,0,3,-0.104637401,0.432793366,-0.473673609,-0.492377828,TRUE,TRUE,FALSE
216,1,1,0.125912129,0.432793366,-0.473673609,1.632335038,FALSE,FALSE,FALSE
217,1,3,-0.181487244,-0.474545196,-0.473673609,-0.488854258,FALSE,FALSE,TRUE
218,0,2,0.971260405,0.432793366,-0.473673609,-0.1047851,TRUE,FALSE,TRUE
219,1,1,0.202761972,-0.474545196,-0.473673609,0.887687861,FALSE,FALSE,FALSE
220,0,2,0.049062285,-0.474545196,-0.473673609,-0.437007438,TRUE,FALSE,TRUE
221,1,3,-1.026835521,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
222,0,2,-0.181487244,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
